ENTREZ_GENE_ID	Name	Species
729440	coiled-coil domain containing 61	Homo sapiens
729967	MORN repeat containing 2	Homo sapiens
55250	elongation protein 2 homolog (S. cerevisiae)	Homo sapiens
51809	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	Homo sapiens
387787	lipoyl(octanoyl) transferase	Homo sapiens
23138	Nedd4 binding protein 3	Homo sapiens
286	ankyrin 1, erythrocytic	Homo sapiens
143098	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	Homo sapiens
83606	chromosome 22 open reading frame 13	Homo sapiens
7917	HLA-B associated transcript 3	Homo sapiens
5576	protein kinase, cAMP-dependent, regulatory, type II, alpha	Homo sapiens
91624	nexilin (F actin binding protein)	Homo sapiens
51046	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	Homo sapiens
6670	Sp3 transcription factor	Homo sapiens
3069	high density lipoprotein binding protein	Homo sapiens
57600	folliculin interacting protein 2	Homo sapiens
268	anti-Mullerian hormone	Homo sapiens
6568	solute carrier family 17 (sodium phosphate), member 1	Homo sapiens
5074	PRKC, apoptosis, WT1, regulator	Homo sapiens
1602	dachshund homolog 1 (Drosophila)	Homo sapiens
7589	zinc finger and SCAN domain containing 21	Homo sapiens
80741	lymphocyte antigen 6 complex, locus G5C	Homo sapiens
10059	dynamin 1-like	Homo sapiens
9213	xenotropic and polytropic retrovirus receptor	Homo sapiens
2109	electron-transfer-flavoprotein, beta polypeptide	Homo sapiens
54797	mediator complex subunit 18	Homo sapiens
27095	trafficking protein particle complex 3	Homo sapiens
25938	HEAT repeat containing 5A	Homo sapiens
1440	colony stimulating factor 3 (granulocyte)	Homo sapiens
139596	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)	Homo sapiens
57466	splicing factor, arginine/serine-rich 15	Homo sapiens
56919	DEAH (Asp-Glu-Ala-His) box polypeptide 33	Homo sapiens
51592	tripartite motif-containing 33	Homo sapiens
10165	solute carrier family 25, member 13 (citrin)	Homo sapiens
3840	karyopherin alpha 4 (importin alpha 3)	Homo sapiens
8643	patched homolog 2 (Drosophila)	Homo sapiens
10565	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	Homo sapiens
4012	leucyl/cystinyl aminopeptidase	Homo sapiens
3609	interleukin enhancer binding factor 3, 90kDa	Homo sapiens
4610	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)	Homo sapiens
7274	tocopherol (alpha) transfer protein	Homo sapiens
57606	SLAIN motif family, member 2	Homo sapiens
221545	chromosome 6 open reading frame 136	Homo sapiens
5208	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	Homo sapiens
57554	leucine rich repeat containing 7	Homo sapiens
143888	KDEL (Lys-Asp-Glu-Leu) containing 2	Homo sapiens
140469	myosin IIIB	Homo sapiens
29119	catenin (cadherin-associated protein), alpha 3	Homo sapiens
199720	gametogenetin	Homo sapiens
389384	chromosome 6 open reading frame 222	Homo sapiens
339559	zinc finger protein 642	Homo sapiens
84871	ATP/GTP binding protein-like 4	Homo sapiens
7072	TIA1 cytotoxic granule-associated RNA binding protein	Homo sapiens
85440	dedicator of cytokinesis 7	Homo sapiens
80004	epithelial splicing regulatory protein 2	Homo sapiens
5870	RAB6C, member RAS oncogene family; RAB6A, member RAS oncogene family; hypothetical LOC100130819; RAB6C-like	Homo sapiens
1659	DEAH (Asp-Glu-Ala-His) box polypeptide 8	Homo sapiens
84444	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	Homo sapiens
6144	ribosomal protein L21 pseudogene 134; ribosomal protein L21 pseudogene 80; ribosomal protein L21 pseudogene 20; ribosomal protein L21 pseudogene 46; ribosomal protein L21 pseudogene 45; ribosomal protein L21 pseudogene 131; ribosomal protein L21 pseudogene 16; ribosomal protein L21 pseudogene 53; ribosomal protein L21 pseudogene 120; ribosomal protein L21 pseudogene 37; ribosomal protein L21 pseudogene 93; ribosomal protein L21 pseudogene 39; ribosomal protein L21 pseudogene 29; ribosomal protein L21 pseudogene 28; ribosomal protein L21 pseudogene 14; ribosomal protein L21 pseudogene 98; ribosomal protein L21 pseudogene 105; ribosomal protein L21 pseudogene 87; ribosomal protein L21 pseudogene 128; ribosomal protein L21 pseudogene 69; ribosomal protein L21 pseudogene 97; ribosomal protein L21; ribosomal protein L21 pseudogene 119; ribosomal protein L21 pseudogene 125	Homo sapiens
113251	La ribonucleoprotein domain family, member 4	Homo sapiens
6098	c-ros oncogene 1 , receptor tyrosine kinase	Homo sapiens
11174	ADAM metallopeptidase with thrombospondin type 1 motif, 6	Homo sapiens
10550	ADP-ribosylation-like factor 6 interacting protein 5	Homo sapiens
26094	WD repeat domain 21A	Homo sapiens
1958	early growth response 1	Homo sapiens
54902	tetratricopeptide repeat domain 19	Homo sapiens
93589	calcium channel, voltage-dependent, alpha 2/delta subunit 4	Homo sapiens
163259	DENN/MADD domain containing 2C	Homo sapiens
6166	ribosomal protein L36a-like	Homo sapiens
90268	family with sequence similarity 105, member B	Homo sapiens
11069	Rap guanine nucleotide exchange factor (GEF) 4	Homo sapiens
6449	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	Homo sapiens
9126	structural maintenance of chromosomes 3	Homo sapiens
643161	family with sequence similarity 25, member A; family with sequence similarity 25, member B; family with sequence similarity 25, member G; family with sequence similarity 25, member C	Homo sapiens
9675	KIAA0406	Homo sapiens
133522	peroxisome proliferator-activated receptor gamma, coactivator 1 beta	Homo sapiens
2926	G-rich RNA sequence binding factor 1	Homo sapiens
2582	UDP-galactose-4-epimerase	Homo sapiens
8224	synapsin III	Homo sapiens
9730	Vpr (HIV-1) binding protein	Homo sapiens
4066	lymphoblastic leukemia derived sequence 1	Homo sapiens
6418	SET nuclear oncogene; similar to SET translocation	Homo sapiens
11169	WD repeat and HMG-box DNA binding protein 1	Homo sapiens
10256	connector enhancer of kinase suppressor of Ras 1	Homo sapiens
10293	TRAF interacting protein	Homo sapiens
51072	mediator of cell motility 1; similar to mediator of cell motility 1	Homo sapiens
84948	tigger transposable element derived 5	Homo sapiens
54148	mitochondrial ribosomal protein L39	Homo sapiens
131149	Otolin-1	Homo sapiens
3053	serpin peptidase inhibitor, clade D (heparin cofactor), member 1	Homo sapiens
10252	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	Homo sapiens
5924	Ras protein-specific guanine nucleotide-releasing factor 2	Homo sapiens
10360	nucleophosmin/nucleoplasmin, 3	Homo sapiens
7422	vascular endothelial growth factor A	Homo sapiens
5019	3-oxoacid CoA transferase 1	Homo sapiens
84132	ubiquitin specific peptidase 42	Homo sapiens
92105	integrator complex subunit 4	Homo sapiens
6811	syntaxin 5	Homo sapiens
2840	G protein-coupled receptor 17	Homo sapiens
148932	MOB1, Mps One Binder kinase activator-like 2C (yeast)	Homo sapiens
129080	EMI domain containing 1	Homo sapiens
1411	crystallin, beta A1	Homo sapiens
55154	misato homolog 1 (Drosophila)	Homo sapiens
5961	peripherin 2 (retinal degeneration, slow)	Homo sapiens
23186	REST corepressor 1	Homo sapiens
57715	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	Homo sapiens
10695	canopy 3 homolog (zebrafish)	Homo sapiens
4651	myosin X	Homo sapiens
2902	glutamate receptor, ionotropic, N-methyl D-aspartate 1	Homo sapiens
875	cystathionine-beta-synthase	Homo sapiens
55214	leprecan-like 1	Homo sapiens
51727	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	Homo sapiens
57231	sorting nexin 14	Homo sapiens
128408	basic helix-loop-helix family, member e23	Homo sapiens
6745	signal sequence receptor, alpha	Homo sapiens
1743	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex); dihydrolipoamide S-succinyltransferase pseudogene (E2 component of 2-oxo-glutarate complex)	Homo sapiens
146223	CKLF-like MARVEL transmembrane domain containing 4	Homo sapiens
7157	tumor protein p53	Homo sapiens
55107	anoctamin 1, calcium activated chloride channel	Homo sapiens
3178	heterogeneous nuclear ribonucleoprotein A1-like 3; similar to heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene 2; heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene	Homo sapiens
4142	MAS1 oncogene	Homo sapiens
63974	neurogenic differentiation 6	Homo sapiens
11030	RNA binding protein with multiple splicing	Homo sapiens
847	catalase	Homo sapiens
9120	solute carrier family 16, member 6 (monocarboxylic acid transporter 7); similar to solute carrier family 16, member 6	Homo sapiens
79628	SH3 domain and tetratricopeptide repeats 2	Homo sapiens
4722	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	Homo sapiens
29801	zinc finger, DHHC-type containing 8	Homo sapiens
10768	adenosylhomocysteinase-like 1	Homo sapiens
9939	RNA binding motif protein 8A	Homo sapiens
5457	POU class 4 homeobox 1	Homo sapiens
27249	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria	Homo sapiens
6469	sonic hedgehog homolog (Drosophila)	Homo sapiens
283349	Ras association (RalGDS/AF-6) domain family member 3	Homo sapiens
54014	bromodomain and WD repeat domain containing 1	Homo sapiens
9739	SET domain containing 1A	Homo sapiens
718	similar to Complement C3 precursor; complement component 3; hypothetical protein LOC100133511	Homo sapiens
55756	integrator complex subunit 9	Homo sapiens
4783	nuclear factor, interleukin 3 regulated	Homo sapiens
10298	p21 protein (Cdc42/Rac)-activated kinase 4	Homo sapiens
4199	malic enzyme 1, NADP(+)-dependent, cytosolic	Homo sapiens
2149	coagulation factor II (thrombin) receptor	Homo sapiens
1837	dystrobrevin, alpha	Homo sapiens
11052	cleavage and polyadenylation specific factor 6, 68kDa	Homo sapiens
5991	regulatory factor X, 3 (influences HLA class II expression)	Homo sapiens
22856	chondroitin sulfate synthase 1	Homo sapiens
1728	NAD(P)H dehydrogenase, quinone 1	Homo sapiens
5141	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	Homo sapiens
51060	thioredoxin domain containing 12 (endoplasmic reticulum)	Homo sapiens
84259	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	Homo sapiens
773	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	Homo sapiens
2547	X-ray repair complementing defective repair in Chinese hamster cells 6; similar to ATP-dependent DNA helicase II, 70 kDa subunit	Homo sapiens
144453	bestrophin 3	Homo sapiens
8502	plakophilin 4	Homo sapiens
3081	homogentisate 1,2-dioxygenase (homogentisate oxidase)	Homo sapiens
8503	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)	Homo sapiens
5602	mitogen-activated protein kinase 10	Homo sapiens
2272	fragile histidine triad gene	Homo sapiens
118788	phosphoinositide-3-kinase adaptor protein 1	Homo sapiens
246330	pellino homolog 3 (Drosophila)	Homo sapiens
5362	plexin A2	Homo sapiens
59338	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	Homo sapiens
283629	testis-specific serine kinase 4	Homo sapiens
5053	phenylalanine hydroxylase	Homo sapiens
170384	fucosyltransferase 11 (alpha (1,3) fucosyltransferase)	Homo sapiens
440026	transmembrane protein 41B	Homo sapiens
170392	oncoprotein induced transcript 3	Homo sapiens
201176	Rho GTPase activating protein 27	Homo sapiens
54328	G protein-coupled receptor 173	Homo sapiens
6642	sorting nexin 1	Homo sapiens
51104	family with sequence similarity 108, member B1	Homo sapiens
169166	sorting nexin 31	Homo sapiens
2161	coagulation factor XII (Hageman factor)	Homo sapiens
57127	Rh family, B glycoprotein (gene/pseudogene)	Homo sapiens
51207	dual specificity phosphatase 13	Homo sapiens
64282	PAP associated domain containing 5	Homo sapiens
54914	KIAA1797	Homo sapiens
140893	chromosome 20 open reading frame 151	Homo sapiens
56521	DnaJ (Hsp40) homolog, subfamily C, member 12	Homo sapiens
2641	glucagon	Homo sapiens
2869	G protein-coupled receptor kinase 5	Homo sapiens
10454	mitogen-activated protein kinase kinase kinase 7 interacting protein 1	Homo sapiens
10400	phosphatidylethanolamine N-methyltransferase	Homo sapiens
53917	RAB24, member RAS oncogene family	Homo sapiens
135152	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)	Homo sapiens
29925	GDP-mannose pyrophosphorylase B	Homo sapiens
84656	cytokine-like nuclear factor n-pac	Homo sapiens
112495	general transcription factor IIIC, polypeptide 6, alpha 35kDa	Homo sapiens
79154	dehydrogenase/reductase (SDR family) member 11	Homo sapiens
23439	ATPase, (Na+)/K+ transporting, beta 4 polypeptide	Homo sapiens
80740	lymphocyte antigen 6 complex, locus G6C	Homo sapiens
5928	hypothetical LOC642954; retinoblastoma binding protein 4	Homo sapiens
64395	germ cell-less homolog 1 (Drosophila)-like; germ cell-less homolog 1 (Drosophila)	Homo sapiens
57017	coenzyme Q9 homolog (S. cerevisiae)	Homo sapiens
3055	hemopoietic cell kinase	Homo sapiens
3695	integrin, beta 7	Homo sapiens
26064	retinoic acid induced 14	Homo sapiens
54496	protein arginine methyltransferase 7	Homo sapiens
5867	RAB4A, member RAS oncogene family	Homo sapiens
7458	eukaryotic translation initiation factor 4H	Homo sapiens
1244	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	Homo sapiens
6794	serine/threonine kinase 11	Homo sapiens
2037	erythrocyte membrane protein band 4.1-like 2	Homo sapiens
114788	CUB and Sushi multiple domains 3	Homo sapiens
51128	SAR1 homolog B (S. cerevisiae)	Homo sapiens
84439	HHIP-like 1	Homo sapiens
9969	mediator complex subunit 13	Homo sapiens
286207	chromosome 9 open reading frame 117	Homo sapiens
51014	transmembrane emp24 protein transport domain containing 7; toll-like receptor adaptor molecule 2	Homo sapiens
6500	S-phase kinase-associated protein 1	Homo sapiens
4150	MYC-associated zinc finger protein (purine-binding transcription factor)	Homo sapiens
57804	polymerase (DNA-directed), delta 4	Homo sapiens
55320	chromosome 14 open reading frame 106	Homo sapiens
753	chromosome 18 open reading frame 1	Homo sapiens
2745	glutaredoxin (thioltransferase)	Homo sapiens
4735	septin 2	Homo sapiens
9794	mastermind-like 1 (Drosophila)	Homo sapiens
65082	vacuolar protein sorting 33 homolog A (S. cerevisiae)	Homo sapiens
64101	leucine rich repeat containing 4	Homo sapiens
27236	ADP-ribosylation factor interacting protein 1	Homo sapiens
64225	atlastin GTPase 2	Homo sapiens
2139	eyes absent homolog 2 (Drosophila)	Homo sapiens
25981	dynein, axonemal, heavy chain 1	Homo sapiens
170961	ankyrin repeat domain 24	Homo sapiens
54434	slingshot homolog 1 (Drosophila)	Homo sapiens
8237	ubiquitin specific peptidase 11	Homo sapiens
6902	tubulin folding cofactor A	Homo sapiens
57727	nuclear receptor coactivator 5	Homo sapiens
8602	NOP14 nucleolar protein homolog (yeast)	Homo sapiens
4733	developmentally regulated GTP binding protein 1	Homo sapiens
51660	brain protein 44-like	Homo sapiens
4548	5-methyltetrahydrofolate-homocysteine methyltransferase	Homo sapiens
29123	ankyrin repeat domain 11; hypothetical protein LOC100128265	Homo sapiens
10248	processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)	Homo sapiens
9859	centrosomal protein 170kDa	Homo sapiens
4072	epithelial cell adhesion molecule	Homo sapiens
9856	KIAA0319	Homo sapiens
4838	nodal homolog (mouse)	Homo sapiens
388946	hypothetical LOC388946	Homo sapiens
23295	mahogunin, ring finger 1	Homo sapiens
5894	v-raf-1 murine leukemia viral oncogene homolog 1	Homo sapiens
8851	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	Homo sapiens
6920	transcription elongation factor A (SII), 3	Homo sapiens
9256	benzodiazapine receptor (peripheral) associated protein 1	Homo sapiens
25814	ataxin 10	Homo sapiens
1991	elastase, neutrophil expressed	Homo sapiens
51341	zinc finger and BTB domain containing 7A	Homo sapiens
79157	major facilitator superfamily domain containing 11	Homo sapiens
80222	threonyl-tRNA synthetase 2, mitochondrial (putative)	Homo sapiens
84545	mitochondrial ribosomal protein L43	Homo sapiens
113277	hypothetical LOC728772; transmembrane protein 106A	Homo sapiens
27020	neuroplastin	Homo sapiens
222255	ataxin 7-like 1	Homo sapiens
339416	ankyrin repeat domain 45	Homo sapiens
255488	ring finger protein 144B	Homo sapiens
11237	ring finger protein 24	Homo sapiens
55692	LUC7-like (S. cerevisiae)	Homo sapiens
79143	membrane bound O-acyltransferase domain containing 7	Homo sapiens
8799	peroxisomal biogenesis factor 11 beta	Homo sapiens
4430	myosin IB	Homo sapiens
10623	polymerase (RNA) III (DNA directed) polypeptide C (62kD)	Homo sapiens
2958	general transcription factor IIA, 2, 12kDa	Homo sapiens
2638	group-specific component (vitamin D binding protein)	Homo sapiens
54542	ring finger and CCCH-type zinc finger domains 2	Homo sapiens
1029	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	Homo sapiens
